x,-2.8571428571,y,-4.0816326531
x,-2.8571428571,y,-4.0816326531
x,-2.8571428571,y,-4.0816326531
x,21.6326530612,y,-57.9591836735
x,21.6326530612,y,-57.9591836735
x,21.6326530612,y,-57.9591836735
x,21.6326530612,y,-57.9591836735
x,21.6326530612,y,-57.9591836735
x,21.6326530612,y,-57.9591836735
x,21.6326530612,y,-57.9591836735
x,21.6326530612,y,-57.9591836735
x,21.6326530612,y,-57.9591836735
x,21.6326530612,y,-57.9591836735
x,21.6326530612,y,-57.9591836735
x,21.6326530612,y,-57.9591836735
x,21.6326530612,y,-57.9591836735
x,21.6326530612,y,-57.9591836735
x,21.6326530612,y,-57.9591836735
x,21.6326530612,y,-57.9591836735
x,21.6326530612,y,-57.9591836735
x,21.6326530612,y,-57.9591836735
x,21.6326530612,y,-57.9591836735
x,-76.7346938776,y,202.857142857
x,-76.7346938776,y,202.857142857
x,-76.7346938776,y,202.857142857
x,-76.7346938776,y,202.857142857
x,-76.7346938776,y,202.857142857
x,-76.7346938776,y,202.857142857
x,-76.7346938776,y,202.857142857
x,-76.7346938776,y,202.857142857
x,-76.7346938776,y,202.857142857
x,-76.7346938776,y,202.857142857
x,-76.7346938776,y,202.857142857
x,-76.7346938776,y,202.857142857
x,-76.7346938776,y,202.857142857
x,-76.7346938776,y,202.857142857
x,-76.7346938776,y,202.857142857
x,-76.7346938776,y,202.857142857
x,-76.7346938776,y,202.857142857
x,-76.7346938776,y,202.857142857
x,-76.7346938776,y,202.857142857
x,143.265306122,y,-47.3469387755
x,143.265306122,y,-47.3469387755
x,143.265306122,y,-47.3469387755
x,143.265306122,y,-47.3469387755
x,143.265306122,y,-47.3469387755
x,143.265306122,y,-47.3469387755
x,143.265306122,y,-47.3469387755
x,143.265306122,y,-47.3469387755
x,143.265306122,y,-47.3469387755
x,143.265306122,y,-47.3469387755
x,143.265306122,y,-47.3469387755
x,143.265306122,y,-47.3469387755
x,143.265306122,y,-47.3469387755
x,143.265306122,y,-47.3469387755
x,143.265306122,y,-47.3469387755
x,143.265306122,y,-47.3469387755
x,143.265306122,y,-47.3469387755
x,143.265306122,y,-47.3469387755
x,-20.4081632653,y,173.06122449
x,-20.4081632653,y,173.06122449
x,-20.4081632653,y,173.06122449
x,-20.4081632653,y,173.06122449
x,-20.4081632653,y,173.06122449
x,-20.4081632653,y,173.06122449
x,-20.4081632653,y,173.06122449
x,-20.4081632653,y,173.06122449
x,-20.4081632653,y,173.06122449
x,-20.4081632653,y,173.06122449
x,-20.4081632653,y,173.06122449
x,-20.4081632653,y,173.06122449
x,-20.4081632653,y,173.06122449
x,-20.4081632653,y,173.06122449
x,-20.4081632653,y,173.06122449
x,-20.4081632653,y,173.06122449
x,-20.4081632653,y,173.06122449
x,-20.4081632653,y,173.06122449
x,-20.4081632653,y,173.06122449
x,43.2653061224,y,137.551020408
x,43.2653061224,y,137.551020408
x,43.2653061224,y,137.551020408
x,43.2653061224,y,137.551020408
x,43.2653061224,y,137.551020408
x,43.2653061224,y,137.551020408
x,43.2653061224,y,137.551020408
x,43.2653061224,y,137.551020408
x,43.2653061224,y,137.551020408
x,43.2653061224,y,137.551020408
x,43.2653061224,y,137.551020408
x,43.2653061224,y,137.551020408
x,43.2653061224,y,137.551020408
x,43.2653061224,y,137.551020408
x,43.2653061224,y,137.551020408
x,43.2653061224,y,137.551020408
x,43.2653061224,y,137.551020408
x,43.2653061224,y,137.551020408
x,-66.1224489796,y,45.306122449
x,-66.1224489796,y,45.306122449
x,-66.1224489796,y,45.306122449
x,-66.1224489796,y,45.306122449
x,-66.1224489796,y,45.306122449
x,-66.1224489796,y,45.306122449
x,-66.1224489796,y,45.306122449
x,-66.1224489796,y,45.306122449
x,-66.1224489796,y,45.306122449
x,-66.1224489796,y,45.306122449
x,-66.1224489796,y,45.306122449
x,-66.1224489796,y,45.306122449
x,-66.1224489796,y,45.306122449
x,-66.1224489796,y,45.306122449
x,-66.1224489796,y,45.306122449
x,-66.1224489796,y,45.306122449
x,-66.1224489796,y,45.306122449
x,-66.1224489796,y,45.306122449
x,-31.0204081633,y,-30.612244898
x,-31.0204081633,y,-30.612244898
x,-31.0204081633,y,-30.612244898
x,-31.0204081633,y,-30.612244898
x,-31.0204081633,y,-30.612244898
x,-31.0204081633,y,-30.612244898
x,-31.0204081633,y,-30.612244898
x,-31.0204081633,y,-30.612244898
x,-31.0204081633,y,-30.612244898
x,-31.0204081633,y,-30.612244898
x,-31.0204081633,y,-30.612244898
x,-31.0204081633,y,-30.612244898
x,-31.0204081633,y,-30.612244898
x,-31.0204081633,y,-30.612244898
x,-31.0204081633,y,-30.612244898
x,-31.0204081633,y,-30.612244898
x,-31.0204081633,y,-30.612244898
x,-31.0204081633,y,-30.612244898
x,-7.3469387755,y,-26.1224489796
x,-7.3469387755,y,-26.1224489796
x,-7.3469387755,y,-26.1224489796
x,-7.3469387755,y,-26.1224489796
x,-7.3469387755,y,-26.1224489796
x,-7.3469387755,y,-26.1224489796
x,-7.3469387755,y,-26.1224489796
x,-7.3469387755,y,-26.1224489796
x,-7.3469387755,y,-26.1224489796
x,-7.3469387755,y,-26.1224489796
x,-7.3469387755,y,-26.1224489796
x,-7.3469387755,y,-26.1224489796
x,-7.3469387755,y,-26.1224489796
x,-7.3469387755,y,-26.1224489796
x,-7.3469387755,y,-26.1224489796
x,-7.3469387755,y,-26.1224489796
x,-7.3469387755,y,-26.1224489796
x,-7.3469387755,y,-26.1224489796
x,53.8775510204,y,-3.2653061225
x,53.8775510204,y,-3.2653061225
x,53.8775510204,y,-3.2653061225
x,53.8775510204,y,-3.2653061225
x,53.8775510204,y,-3.2653061225
x,53.8775510204,y,-3.2653061225
x,53.8775510204,y,-3.2653061225
x,53.8775510204,y,-3.2653061225
x,53.8775510204,y,-3.2653061225
x,53.8775510204,y,-3.2653061225
x,53.8775510204,y,-3.2653061225
x,53.8775510204,y,-3.2653061225
x,53.8775510204,y,-3.2653061225
x,53.8775510204,y,-3.2653061225
x,53.8775510204,y,-3.2653061225
x,53.8775510204,y,-3.2653061225
x,53.8775510204,y,-3.2653061225
x,53.8775510204,y,-3.2653061225
x,53.8775510204,y,-3.2653061225
x,37.5510204082,y,27.7551020408
x,37.5510204082,y,27.7551020408
x,37.5510204082,y,27.7551020408
x,37.5510204082,y,27.7551020408
x,37.5510204082,y,27.7551020408
x,37.5510204082,y,27.7551020408
x,37.5510204082,y,27.7551020408
x,37.5510204082,y,27.7551020408
x,37.5510204082,y,27.7551020408
x,37.5510204082,y,27.7551020408
x,37.5510204082,y,27.7551020408
x,37.5510204082,y,27.7551020408
x,37.5510204082,y,27.7551020408
x,37.5510204082,y,27.7551020408
x,37.5510204082,y,27.7551020408
x,37.5510204082,y,27.7551020408
x,37.5510204082,y,27.7551020408
x,37.5510204082,y,27.7551020408
x,-33.4693877551,y,35.1020408163
x,-33.4693877551,y,35.1020408163
x,-33.4693877551,y,35.1020408163
x,-33.4693877551,y,35.1020408163
x,-33.4693877551,y,35.1020408163
x,-33.4693877551,y,35.1020408163
x,-33.4693877551,y,35.1020408163
x,-33.4693877551,y,35.1020408163
x,-33.4693877551,y,35.1020408163
x,-33.4693877551,y,35.1020408163
x,-33.4693877551,y,35.1020408163
x,-33.4693877551,y,35.1020408163
x,-33.4693877551,y,35.1020408163
x,-33.4693877551,y,35.1020408163
x,-33.4693877551,y,35.1020408163
x,-33.4693877551,y,35.1020408163
x,-33.4693877551,y,35.1020408163
x,-33.4693877551,y,35.1020408163
x,-59.1836734694,y,83.6734693878
x,-59.1836734694,y,83.6734693878
x,-59.1836734694,y,83.6734693878
x,-59.1836734694,y,83.6734693878
x,-59.1836734694,y,83.6734693878
x,-59.1836734694,y,83.6734693878
x,-59.1836734694,y,83.6734693878
x,-59.1836734694,y,83.6734693878
x,-59.1836734694,y,83.6734693878
x,-59.1836734694,y,83.6734693878
x,-59.1836734694,y,83.6734693878
x,-59.1836734694,y,83.6734693878
x,-59.1836734694,y,83.6734693878
x,-59.1836734694,y,83.6734693878
x,-59.1836734694,y,83.6734693878
x,-59.1836734694,y,83.6734693878
x,-59.1836734694,y,83.6734693878
x,-59.1836734694,y,83.6734693878
x,-51.4285714286,y,39.5918367347
x,-51.4285714286,y,39.5918367347
x,-51.4285714286,y,39.5918367347
x,-51.4285714286,y,39.5918367347
x,-51.4285714286,y,39.5918367347
x,-51.4285714286,y,39.5918367347
x,-51.4285714286,y,39.5918367347
x,-51.4285714286,y,39.5918367347
x,-51.4285714286,y,39.5918367347
x,-51.4285714286,y,39.5918367347
x,-51.4285714286,y,39.5918367347
x,-51.4285714286,y,39.5918367347
x,-51.4285714286,y,39.5918367347
x,-51.4285714286,y,39.5918367347
x,-51.4285714286,y,39.5918367347
x,-51.4285714286,y,39.5918367347
x,-51.4285714286,y,39.5918367347
x,-51.4285714286,y,39.5918367347
x,-3.2653061225,y,-28.5714285714
x,-3.2653061225,y,-28.5714285714
x,-3.2653061225,y,-28.5714285714
